filename,sentence,age range,gender
0787.mp3,Kirime ki ekisinga akatale wano mu ggwanga?,35-30,m
0788.mp3,Bw'oba oyagala kutandika kulima olowooza biki bye wandikulembezza?,35-30,m
0789.mp3,Lwaki abantu tebaagala kulima ennaku zino?,35-30,m
0790.mp3,Nsuubira amasomero gandisomesezza abaana okulima nga erimu ku masomo,35-30,m
0791.mp3,Omuwendo gw'ebirime ebifuluma eggwanga kati mutono nnyo.,35-30,m
0792.mp3,Okimanyi nti singa obeera olimye osobola okufuna akatale k'ebirime byo wabweru w'eggwanga.,35-30,m
0793.mp3,Lwaki osalawo okusoma ebintu ebirala n'oleka obulimi?,35-30,m
0794.mp3,Neenyumiriza nnyo mu kulima kuba mwe nzigye ssente zange zonna.,35-30,m
0795.mp3,Naye okulima era nakwo kulina ebisoomoozo bingi.,35-30,m
0796.mp3,Abantu abali mu byalo bafuna okusoomoozebwa mu ngeri nnyingi.,35-30,m
0797.mp3,Okimanyi nti kati embeera y'obudde etaataaganya nnyo abalimi?,35-30,m
0798.mp3,Waliwo ebiseera bye weetaaga ssente naye nga toziraba.,35-30,m
0799.mp3,Lwaki abantu abasinga baagala nnyo okugenda ebweru?,35-30,m
0800.mp3,Siyinza kulekawo mukazi wange ne ngenda n'omukazi omulala.,35-30,m
0801.mp3,Obutabanguko mu maka ensangi zino bungi.,35-30,m
0802.mp3,Osuubira ani asinze okuviirako obutabanguko mu maka?,35-30,m
0803.mp3,Ejjo omwami yakubye omwana n'amutta lwa kugwa Lungereza.,35-30,m
0804.mp3,Omuwendo gw'abantu abalemwa obufumbo kati gulinnye.,35-30,m
0805.mp3,Osuubira biki ebiyinza okuba nga biremesezza abawala okufumbirwa?,35-30,m
0806.mp3,Omwami wange tayagala kukola kyokka ate nga ayagala okulya.,35-30,m
0807.mp3,Bwe nnamugamba tetuzaala bangi n'alemwa okukitegeera.,35-30,m
0808.mp3,Njagala nnyo okubeera n'abaana abatono kuba basoboka.,35-30,m
0809.mp3,Lwaki wazaala abaana bangi ate nga oli mwavu?,35-30,m
0810.mp3,Nze nno ndowooza nti ssente ze weewoze zikolemu ekikuyamba.,35-30,m
0811.mp3,Lwaki weewola ssente nga tolina nteekateeka gy'ozikubidde?,35-30,m
0812.mp3,Ebiseera mwe yawasiza nze nnali nkyali ku ssomero.,35-30,m
0813.mp3,Muto wange yawasizza kyokka nga akyali mu muzigo.,35-30,m
0814.mp3,Lwe yantuma ebintu bye lwe yadduka mu bufumbo.,35-30,m
0815.mp3,Waliwo omuntu ateegomba kuvuga ku mmotoka?,35-30,m
0816.mp3,Wadde nga twagala nnyo amasanyu naye n'obulamu tubufeeko.,35-30,m
0817.mp3,Wabadde ovaawa ku ssaawa mukaaga ez'ekiro?,35-30,m
0818.mp3,Okimanyi nti ababbi bangi nnyo mu kitundu kyaffe kino?,35-30,m
0819.mp3,Omukazi baamusiseeko akasawo nga ndaba.,35-30,m
0820.mp3,Naye abantu abamu be beereetera okubbibwako ebintu byabwe.,35-30,m
0821.mp3,Abakyala be basinga okubbibwako amasimu mu kibuga.,35-30,m
0822.mp3,Bwe neetegereza engeri ebintu gye bikolebwamu ndaba nga mugenda kuyita.,35-30,m
0823.mp3,Ebintu bye tuleese bibadde bizitowa nnyo.,35-30,m
0824.mp3,Waakiri funayo akasawo akatono mw'oba otereka ssente ezo.,35-30,m
0825.mp3,Lwaki ekibiina ekyo kirimu nnyo enkaayana.,35-30,m
0826.mp3,Nze mpulira nga ebyobufuzi tegwandibadde nga mulimu.,35-30,m
0827.mp3,Ebyobufuzi mbyagala nnyo naye ate bannabyabufuzi abasinga balimba.,35-30,m
0828.mp3,Essaawa eno buli muntu ayagala kwesimbawo.,35-30,m
0829.mp3,Oyina kifaananyi ki ku kulonda okubindabinda?,35-30,m
0830.mp3,Ogenda kukolera wa nga omalirizza okusoma?,35-30,m
0831.mp3,Ekibuuzo kino nga kizibu nnyo okuddamu.,35-30,m
0832.mp3,Mpaayo amannya waakiri ataano ag'abakulembeze mu kitundu kino.,35-30,m
0833.mp3,Entebe eno nnungi mu ndabika naye enyiga.,35-30,m
0834.mp3,Tufube nnyo okulaba nga tweggya mu bwavu.,35-30,m
0835.mp3,Obadde okimanyi nti abagagga ate be basinga okukeera?,35-30,m
0836.mp3,Njagala nnyo ebintu ebirungi naye babeera babiseera nnyo.,35-30,m
0837.mp3,Engatto zino ziddugala naye ate baziseera.,35-30,m
0838.mp3,Lwaki omwana oyo temumufaako ate nga kitaawe mumumanyi.,35-30,m
0839.mp3,Okimanyi nti ennaku zino abantu beeyunidde nnyo ebyobufuzi.,35-30,m
0840.mp3,Wandimpadde ku kagaati ako nange ne ndyako.,35-30,m
0841.mp3,Engoma we zaatandikira okuvuga nnali ntuuse.,35-30,m
0842.mp3,Lwaki mukyalawo buli w'abeera naawe obeerawo?,35-30,m
0843.mp3,Kati yoya ky'oyoya nkikuweerewo essaawa zino.,35-30,m
0844.mp3,Bino bwe bitakukkusa nga weeyongera ku ebyo bye ndese omwo.,35-30,m
0845.mp3,Ekifo kino kinene nnyo era kigenda kutumala bulungi.,35-30,m
0846.mp3,Omukyala oyo mulungi era mpulira nga mwegomba.,35-30,m
0847.mp3,Abaana bano balungi nnyo era buli muntu abeegomba.,35-30,m
0848.mp3,Lwaki oyagala nnyo okwewola ate nga tonnakola?,35-30,m
0849.mp3,Ebintu ebituviiriddeko okuddamu emabega bingi nnyo.,35-30,m
0851.mp3,Abakyala tuyige okweyamba tusobole okwesitula.,35-30,m
0852.mp3,Alina ebintu bingi by'akoledde omwana ono mwebaza nnyo.,35-30,m
0853.mp3,Musaanye muyambe ku bakyala bannamwe kuba bali bubi,35-30,m
0854.mp3,Ani mukyala w'omukulembeze w'eggwanga?,35-30,m
0850.mp3,Abavubuka musaanye mukole nnyo.,35-30,m
0855.mp3,Bannange mundabiranga ddala kuba ndi muntu mukozi.,35-30,m
0856.mp3,Gezaako okugabana ebirowoozo ne banno ku biyinza okubayamba.,35-30,m
0857.mp3,Osaasaanya ssente nnyingi ate nga okyeyiiya.,35-30,m
0858.mp3,Bakazi bannange muli bangi naye mwetya.,35-30,m
0859.mp3,Enkoko ensiike empoomera nnyo nnaddala nga temuli ssupu.,35-30,m
0860.mp3,Empale eno nagigula ssente nnyingi nnyo.,35-30,m
0861.mp3,Ssaagala kugula mmotoka eno kubanga si nnamu bulungi.,35-30,m
0862.mp3,Ekintu ekyo kyansanyusa nnyo kubanga nnali sikisuubira.,35-30,m
0863.mp3,Obadde omanyi nti ebintu byange bye nnakutuma nnabyerabira.,35-30,m
0864.mp3,Okimanyi nti ebintu bye wampimira omulundi oguwedde tebyawera?,35-30,m
0865.mp3,Olinda ki okugenda mu katale ogule ebintu?,35-30,m
0866.mp3,Nga nkwagala nnyo ki ky'otalaba?,35-30,m
0867.mp3,Ekide ky'agenze okuvuga nga abaana bonna batuuse.,35-30,m
0868.mp3,Ku lunaku lw'abakyala onaabaawo oba tobeewo?,35-30,m
0869.mp3,Akatundu kano kakulaakulanidde ku misinde gya maanyi.,35-30,m
0870.mp3,Njagala nkwambaze kali akasaati kuba kalungi.,35-30,m
0871.mp3,Emmundu gye baasanga ku kkubo yabasattiza.,35-30,m
0872.mp3,Njagala okyawe abawala abalala bonna.,35-30,m
0873.mp3,Mbadde nkyakwetegereza nzuule ensobi zo.,35-30,m
0874.mp3,Obadde okimanyi nti ye gwe muntu gwe nsinga okwegomba?,35-30,m
0875.mp3,Tambula tugende gye tubadde tulina okugenda.,35-30,m
0876.mp3,Owaaye ani yakola omuli ogwo?,35-30,m
0877.mp3,Ampuliriza yenna asaanidde yeekube mu kifuba annyambe.,35-30,m
0878.mp3,Omuwala oyo bambi musirise nnyo.,35-30,m
0879.mp3,Waliwo obuyisa bw'abakyala obubi naye abasajja babugumira.,35-30,m
0880.mp3,Abakyala abasinga tebanyumira ngoye naye ate nga balina ssente.,35-30,m
0881.mp3,Olugambo abakyala baalufuula mulimu.,35-30,m
0882.mp3,Leetayo obuyisa obulala obuleetera abakyala okwekwanira abasajja.,35-30,m
0883.mp3,Abatuwuliriza bambi mwebale nnyo kuba mukola omulimu mulungi.,35-30,m
0884.mp3,Bakama bange ennaku zino tebakyalina ssente bulungi.,35-30,m
0885.mp3,Ekimeeza kino kirungi nnyo.,35-30,m
0886.mp3,Ani alina akuuma akapima omusujja?,35-30,m
0887.mp3,Ababadde mu kizimbe kino musooke mukyere mulyoke mufulume.,35-30,m
0888.mp3,Ani yakyusa empapula zange n'aziggya mwe nnazireka?,35-30,m
0889.mp3,Mpulira ndi mukoowu nnyo era simanyi oba naakola emirimu.,35-30,m
0890.mp3,Amazzi ago tegalimu birungo byetaagisa mu mubiri.,35-30,m
0891.mp3,Tokkirizibwa kutambula mu ttuntu kuba kiba kibi.,35-30,m
0892.mp3,Omwana oyo alera bulungi abaana.,35-30,m
0893.mp3,Omukazi ono ateekeddwa okusoma obulungi amawulire,35-30,m
0894.mp3,Omulamuzi abagambye okusasula emitwalo asatu buli omu.,35-30,m
0895.mp3,Ennyimba ze baali bayimba zaali ziyinza okuvuunika gavumenti.,35-30,m
0896.mp3,Bannayuganda bakubiriziddwa okubeera n'ekigendererwa.,35-30,m
0897.mp3,Yakubye omulanga ogw'amaanyi ng'ebintu bimugwiridde,35-30,m
0898.mp3,Tulina okuwandiika ebyaffe kuba ffe tusinga okubitegeera.,35-30,m
0899.mp3,Bannayuganda kati balina obukugu okuzimba enguudo.,35-30,m
0900.mp3,Ekyo kinnyambyeko okulaba nga neezimba.,35-30,m
0901.mp3,Abaana babiri bafiiriddewo mu kabenje k'emmotoka.,35-30,m
0902.mp3,Omuvuzi w'emmotoka eyo talina buvunaanyizibwa.,35-30,m
0903.mp3,Omwana omu abadde asoma kibiina kya kubiri.,35-30,m
0904.mp3,Abaana baabadde bagezaako okudduka okuva ku ssomero ne babakwata.,35-30,m
0905.mp3,Baagezezzaako okukwata omubbi naye tebaasobodde.,35-30,m
0906.mp3,Olunaku lw'abakyala lugenda kukuzibwa mu kifo ki?,35-30,m
0907.mp3,Abakyala abazaala abaana abaliko obulemu ba bbaabwe babaddukako.,35-30,m
0908.mp3,Sirina nnyo buzibu bwe nnafuna nga ndi lubuto.,35-30,m
0909.mp3,Omwana yakoowa nnyo nga mmuzaala era n'afa.,35-30,m
0910.mp3,Obuyambi bwa ssente ssaabulina mu biseera ebyo.,35-30,m
0911.mp3,Omwami wange nnakoma okumuwulira emyaka mukaaga emabega.,35-30,m
0912.mp3,Oteekeddwa okuguma wadde nga kizibu nnyo.,35-30,m
0913.mp3,Twagenda e Mulago ne tulaba omusawo n'akebera omwana.,35-30,m
0914.mp3,Lwaki abaana abamu balekebwawo bazadde baabwe?,35-30,m
0915.mp3,Abantu abalina ekirwadde tebasaanidde kutambula mu bantu.,35-30,m
0916.mp3,Omuntu ono alina obuzibu mu kussa.,35-30,m
0917.mp3,Amawulire agabadde ku laadiyo ogawulirizza?,35-30,m
0918.mp3,Omwami oyo tatuyambye ate nga ffe twamulonda.,35-30,m
0919.mp3,Baatuwa obusente butono nga tebugula kibanja.,35-30,m
0920.mp3,Wamma mukadde kino kye boogerako kituufu?,35-30,m
0921.mp3,Wamma musajja temulina bakulembeze eno?,35-30,m
0922.mp3,Batutiisatiisa nti bw'ogaana okukwata ssente ezo bagenda kukuba.,35-30,m
0923.mp3,Omusajja oyo yazaala abaana bangi nnyo.,35-30,m
0924.mp3,Mu nteekateeka z'okuleeta eno amasannyalaze ffe twafiiirwa ebintu byaffe.,35-30,m
0925.mp3,Abasajja abasinga obungi baagala abakyala abasukka mu omu.,35-30,m
0926.mp3,Kuba bulungi ebifaananyi ebyo nga bwe bikuweereddwa.,35-30,m
0927.mp3,Mwebale nnyo okumpuliriza bakulu bannange.,35-30,m
0928.mp3,Owulira otya nga bagamba nti omwana oyo wuwo?,35-30,m
0929.mp3,Lwaki buli muntu avaayo ayogera bulungi ku mukwano gwe.,35-30,m
0930.mp3,Buli muntu mu bulamu bw'ensi eno ateekeddwa okusaba n'abeera n'omukisa.,35-30,m
0931.mp3,Ekintu ekyo okikola nnyo naye mpulira nga nze sikyagala.,35-30,m
0932.mp3,Abalungi ndabye bangi naye mpulira sibaagala.,35-30,m
0933.mp3,Yadde baakuyisa bubi ebiseera ebyo tofaayo nze kasita wendi.,35-30,m
0934.mp3,Jjuuzi twagenda okulambula ku malwaliro naye baatugaana.,35-30,m
0935.mp3,Obadde okimanyi nti amawulire kimu ku bisomesebwa ku ssomero?,35-30,m
0936.mp3,Oyina okukola ennyo okusobola okubeera obulungi mu nsi.,35-30,m
0937.mp3,Leero bwe wabaawo ekikusumbuye ombuulira mangu.,35-30,m
0938.mp3,Ebisulo buli kaseera bibeera binsulira ggwe.,35-30,m
0939.mp3,Wakwata nnamba ki lwe wali ogenda e Masaka?,35-30,m
0940.mp3,Mu by'omukwano bali bonna obasinze wadde be baasooka.,35-30,m
0941.mp3,Okimanyi nti gwe ateekeddwa okwaniriza abagenyi?,35-30,m
0942.mp3,Neesiimye nnyo okubeera mu kifo kino ku lunaku luno olulungi.,35-30,m
0943.mp3,Ensi tuyitamu buyisi era fenna tuli bagenyi.,35-30,m
0944.mp3,Munnabyabufuzi ki asinga obuganzi mu Uganda kati?,35-30,m
0945.mp3,Ennaku zino nkulowoozaako nnyo era simanyi oba naakulabako.,35-30,m
0946.mp3,Empaka z'omupiira ezaawedde ani yaziwangudde?,35-30,m
0947.mp3,Awo w'otuuse nywereza ddala tota.,35-30,m
0948.mp3,Eyo entunula gy'otunulamu etiisa omulabi.,35-30,m
0949.mp3,Ani agenda okunkolerako omulimu guno?,35-30,m
0950.mp3,Obuzimbi gumu ku mirimu eginyoomebwa naye ate nga gulimu ssente.,35-30,m
0951.mp3,Oteekeddwa okumanya eddaala ly'oliko buli wantu w'obeera.,35-30,m
0952.mp3,Oteekwa okwewa ekitiibwa gwe nga gwe okusobozesa abantu abalala okukikuwa.,35-30,m
0953.mp3,Amaanyi ge yateekamu gaali mangi era y'ensonga lwaki yayita.,35-30,m
0954.mp3,Olumbe lwamuluma nnyo era yagenda okuwona nga yenna akozze.,35-30,m
0955.mp3,Okuva lwe yagaana okumukuba nze namuggyirako enkoofiira.,35-30,m
0956.mp3,Abaana abakuze ne bannyaabwe bokka batera okubeera n'ekisa.,35-30,m
0957.mp3,Okimanyi bulungi nti muggyawo si muyeekera?,35-30,m
0958.mp3,Owaaye ani kati ssaabalabirizi wa Uganda aliko?,35-30,m
0959.mp3,Nze mpulira nga njagala nkuwe buli kange ke nnina.,35-30,m
0960.mp3,Omwana oyo singa abadde mwenkanya yandirekedde munne ebintu ebyo.,35-30,m
0961.mp3,Lwaki mulwana ate nga muzaalibwa omukyala omu?,35-30,m
0962.mp3,Engalo zo lwaki nnyimpi nnyo?,35-30,m
0963.mp3,Laba ofuuse ensonga ensingira bukya nnonda.,35-30,m
0964.mp3,Ensi y'abalungi erimu abaana abalungi bangi nnyo.,35-30,m
0965.mp3,Tiimu eri baagitaddeko ekkoligo lwa kugula baana bato.,35-30,m
0966.mp3,Engeri abazannyi gye bazannyamu balinga abaagala omutendesi agobwe.,35-30,m
0967.mp3,Ekisaakaate kimu ku bintu ebiyambye okutereeza empisa mu bavubuka.,35-30,m
0968.mp3,Lwaki obwa katikkirobwo si bwa nsikirano mu Buganda?,35-30,m
0969.mp3,Abantu abatatwagaliza bonna mbamanyi.,35-30,m
0970.mp3,Oteekeddwa okuba nga wali osomye ku ggulire.,35-30,m
0971.mp3,Abayimbi bano bonna bato naye bayimba bulungi.,35-30,m
0972.mp3,Ennaku zino nnyumirwa nnyo ennyimba.,35-30,m
0973.mp3,Wabadde okola ki eggulo ku ssaawa mukaaga?,35-30,m
0974.mp3,Ebintu bino nga temubiyumunguzza bulungi.,35-30,m
0975.mp3,Omukwano gw'ondaga nga mungi nnyo.,35-30,m
0976.mp3,Wabadde olaga wa ekiro?,35-30,m
0977.mp3,Amasimu malungi naye goonoonye obufumbo bw'abasinga.,35-30,m
0978.mp3,Bali abalala batunula butunuzi.,35-30,m
0979.mp3,Obulago nga bunnuma nnyo.,35-30,m
0980.mp3,Tuli mu myezi musanvu kati ng'ensalo nzigale.,35-30,m
0981.mp3,Abantu baagala nnyo okutambulira mu bibinja.,35-30,m
0982.mp3,Emizannyo egisinga giyimiriziddwa olwa ssenyiga omukambwe.,35-30,m
0983.mp3,Naye olowooza ssenyiga ono omukambwe avudde ku ki?,35-30,m
0984.mp3,Bwe kuba kugaba bintu olina okugaba ebirungi.,35-30,m
0985.mp3,Enzikiriza yange tekkiriza bakazi basukka basatu.,35-30,m
0986.mp3,Oteekeddwa okweyisa nga omuntu omukulu.,35-30,m
0987.mp3,Omanyi bakazi abasinga bamanyi okweyisaako atenga baagala.,35-30,m
0988.mp3,Oteekeddwa okwewala entalo n'abantu abalala.,35-30,m
0989.mp3,Okimanyi nti abalala sibaagala?,35-30,m
0990.mp3,Mwana gwe ebyo ebintu ani ateekeddwa okubyoza?,35-30,m
0991.mp3,Naye nga onzunzizza nnyo.,35-30,m
0992.mp3,Bwe nkulaba n'omulala mpulira bubi nnyo.,35-30,m
0993.mp3,Omutima gwange mpulira nga gukuba nnyo.,35-30,m
0994.mp3,Mwana gwe lwaki olina empisa embi?,35-30,m
0995.mp3,Toddangamu onkusongamu engalo nga tuli ffembi.,35-30,m
0996.mp3,Abantu abalimba mpulira nga bantama obulamu bwange bwonna.,35-30,m
0997.mp3,Gy'ogenda nange gye nnina okugenda,35-30,m
0998.mp3,Amasinzizo agasinga tegakkiriza bantu kwekwata mu ngalo.,35-30,m
0999.mp3,Okimanyi nti mu mawanga agamu tebakkiriza bantu kutambula?,35-30,m
"01,000.mp3",Omukyala ono mulungi naye teyasoma.,35-30,m
"01,001.mp3",Bwe kuba kugula mmotoka oteekeddwa okugula ennungi.,35-30,m
"01,002.mp3",Obadde okimanyi nti omukazi omulungi takuumika?,35-30,m
"01,003.mp3",Obulwadde nga bumulumye nnyo.,35-30,m
"01,004.mp3",Ebintu bino bizibu naye tulina okufuba ne tubikola.,35-30,m
"01,005.mp3",Ababadde baleekaana bonna bagambe bajje wano.,35-30,m
"01,006.mp3",Ebisaaniiko bino ani ateekeddwa okubiyoolawo?,35-30,m
"01,007.mp3",Taata waabwe yali musajja mukozi nnyo.,35-30,m
"01,008.mp3",Omulimu gwe yafuna nga tegumukkiriza kutambula.,35-30,m
"01,009.mp3",Omusajja omukyafu obeera omutwala wa?,35-30,m
"01,010.mp3",Nze ebintu bye muntumye sikyabijjukira.,35-30,m
"01,011.mp3",Togezaako n'obaako ekintu kyonna ky'oyogera.,35-30,m
"01,012.mp3",Omukwano gw'ennaku zino gwa kuvujjirira ssente.,35-30,m
"01,013.mp3",Omuntu eyafudde ku kyalo kyammwe wamuwulidde?,35-30,m
"01,014.mp3",Nze ntutte obuvunaanyizibwa ne nkutegeeza ekyabaddewo.,35-30,m
"01,015.mp3",Ebirango by'okuziika ennaku zino tebikyasomebwa nnyo.,35-30,m
"01,016.mp3",Omusaayi gwe nga mukwafu nnyo.,35-30,m
"01,017.mp3",Abayizi bange abalenzi basumbuyibwa nnyo olungereza.,35-30,m
"01,018.mp3",Ani abadde avunaanyizibwa ku baana bali?,35-30,m
"01,019.mp3",Bw'oba olina ekintu kyonna ky'oteekateeka osaanidde okiwe obudde.,35-30,m
"01,020.mp3",Kino ekimiimo nga kizibu nnyo okukitegeera.,35-30,m
"01,021.mp3",Omukyala ono tateekeddwa kukola mirimu kuba mukadde.,35-30,m
"01,022.mp3",Ate kano akambe kasala nnyo okusinga ku kali akalala.,35-30,m
"01,023.mp3",Omusajja eyatemye munne ejjambiya akwatiddwa.,35-30,m
"01,024.mp3",Omusibe gwe baasibye baamuvunaanye musango ki?,35-30,m
"01,025.mp3",Lwaki ensangi zino abantu abatalina ssente basingisibwa nnyo emisango?,35-30,m
"01,026.mp3",Ennyambala y'abayimbi esaana kugaanibwa ennaku zino.,35-30,m
"01,027.mp3",Abakyala abatera okugenda okuziika bakola nnyo olugambo.,35-30,m
"01,028.mp3",Omuntu ajja okugenda mu ggulu alina okweyisa obulungi.,35-30,m
"01,029.mp3",Abayizi bano basomye bulungi omwaka guno.,35-30,m
"01,030.mp3",Ffe abakuze mu myaka tulina okweyisa nga eky'okulabirako.,35-30,m
"01,031.mp3",Nga twalabye obutaziika ku musajja oyo.,35-30,m
"01,032.mp3",Omukyala baamulangiridde nti ye muwanguzi w'akalulu.,35-30,m
"01,033.mp3",Omukazi n'omusajja ani asaanidde okusinga okwagala munne?,35-30,m
"01,034.mp3",Lwaki ate ebifo ebimu byo tebyaggaliddwa?,35-30,m
"01,035.mp3",Katonda ekintu ky'ekirwadde kino takirinaamu mukono.,35-30,m
"01,037.mp3",Abantu abasosolwa bo oba bawulira batya?,35-30,m
"01,038.mp3",Owulira nga wandiyagadde okuyambibwako ku nsonga eyo?,35-30,m
"01,039.mp3",Toba kuba mukazi wange mbadde sigenda kkuyamba.,35-30,m
"01,040.mp3",Waliwo ekintu ekirala ekisigaddeyo bantu bange?,35-30,m
"01,041.mp3",Olinayo gwe nga gwe ky'obadde weerabidde?,35-30,m
"01,042.mp3",Okusinziira ku mbeera eriwo eddagala terinnafunibwa.,35-30,m
"01,043.mp3",Nsaba enkya bakkirize taata wange agende akole.,35-30,m
"01,044.mp3",Ekirwadde kya ssenyiga kyandituuka mu Uganda,35-30,m
"01,045.mp3",Tubeebaza nnyo olw'ebyo byonna bye mutukoledde.,35-30,m
"01,046.mp3",Ensonga enkulu zaabadde kkumi na mukaaga.,35-30,m
"01,047.mp3",Tuvudde wala nga tukulungutana n'ekirwadde kino.,35-30,m
"01,048.mp3",Buli mwana akwate ekkubo adde ewaabwe.,35-30,m
"01,049.mp3",Tetuteekeddwa kusaba ennaku zino kubanga ekirwadde kikambwe.,35-30,m
"01,050.mp3",Ffenna tetulina kwenyigira mu nkola ya kubba bibuuzo.,35-30,m
"01,051.mp3",Twakkirizigannya nti buli muntu asasule emitwalo ataano.,35-30,m
"01,052.mp3",Amalwaliro kimu ku bifo bye saagala kugendamu.,35-30,m
"01,053.mp3",Embaga gumu ku mikolo egikungaanya abantu abangi.,35-30,m
"01,054.mp3",Wali olabyeko ku mbaga etasukka bantu kkumi?,35-30,m
"01,055.mp3",Omuntu ennaku zino bw'afa talina kuziikibwawo.,35-30,m
"01,056.mp3",Mu lukiiko lwe tubaddemu tukkiriziganyizza tuggalewo amasomero.,35-30,m
"01,057.mp3",Nze mpagira ekirowoozo ky'abantu okudda mu byalo.,35-30,m
"01,058.mp3",Ssentebe w'abasuubuzi naye eby'okwogera byamuweddeko.,35-30,m
"01,059.mp3",Entambula ey'olukale kati nayo esaana kuwerebwa.,35-30,m
"01,060.mp3",Bw'oba nga osobola okutambula wanditambudde n'ogenda.,35-30,m
"01,061.mp3",Abantu abamu babeera kumpi naye batuuka kikeerezi.,35-30,m
"01,062.mp3",Buli omu afune akatambaala akooze era kabeera nga kayonjo.,35-30,m
"01,063.mp3",Ku by'endya abantu bafube okulaba nga balya ebyo ebibagasa.,35-30,m
"01,064.mp3",Omumwa n'ennyindo bifo bya bulabe nnyo.,35-30,m
"01,065.mp3",Okkirizibwa okutuuka mu kifo kino singa obeera mukozi.,35-30,m
"01,066.mp3",Otera okuwandiika mu bitabo nga bino?,35-30,m
"01,067.mp3",Ki ekiviiriddeko abaana abato okufuna embuto?,35-30,m
"01,068.mp3",Wali olumiddwa ku bisa nga ogenda okuzaala?,35-30,m
"01,069.mp3",Mu butuufu ddala omuzadde ye katonda wa wano ku nsi.,35-30,m
"01,070.mp3",Kintu ki ekisinga okukunyiiza mu bulamu bwo?,35-30,m
"01,071.mp3",Tuteekeddwa okuba nga tuvudde mu kifo kino mu ddakiika kkumi eziddako.,35-30,m
"01,072.mp3",Ebiseera bino bya bwerinde mu nsi yonna.,35-30,m
"01,073.mp3",Ennyonyi eyagwa ani yali agirimu?,35-30,m
"01,074.mp3",Lwaki osuubira abantu abasinga bagudde mu buzibu nga obwo?,35-30,m
"01,075.mp3",Omusajja we yali mwenzi nnyo.,35-30,m
"01,076.mp3",Ekisinga okunnuma kwe kugamba nti nnali ssikuwa buyambi.,35-30,m
"01,077.mp3",Maama w'abaana bange mwesiga nnyo.,35-30,m
"01,078.mp3",Ekirombe kibaddemu abantu bangi nnyo.,35-30,m
"01,079.mp3",Omuyembe guno guliko emiyembe egiwooma.,35-30,m
"01,080.mp3",Leero lunaku lwa kusabira ggwanga mu Uganda yonna.,35-30,m
"01,081.mp3",Embeera etuuse ku ggwanga lino mbadde sigirabangako.,35-30,m
"01,082.mp3",Obunafu bw'omusajja oyo buviiriddeko omwana okusoma obubi.,35-30,m
"01,083.mp3",Ekyandibadde kisinga kwandibadde kumuzza mu kyalo.,35-30,m
"01,084.mp3",Abantu bange kati batandise okunzizaamu amaanyi.,35-30,m
"01,085.mp3",Ebinyonyi ebyo birungi nnyo.,35-30,m
"01,086.mp3",Lwaki wabadde ogamba nti si nze eyasinze.,35-30,m
"01,087.mp3",Nkwesiga nnyo naye ombuusabuusa.,35-30,m
"01,088.mp3",Omusumba oyo bambi abuulirira bulungi.,35-30,m
"01,089.mp3",Kati ono ani yamugambye okutwala essimu yange.,35-30,m
"01,090.mp3",Ssaakugaanye okukola ebintu ebinsumbuwa?,35-30,m
"01,091.mp3",Amagye g'eggwanga lino gamanyi okulwana.,35-30,m
"01,092.mp3",Mu kusooka nnali mmaze okukkiriza nti tuwangudde.,35-30,m
"01,093.mp3",Embeera gye nnayitamu yampa eky'okuyiga kinene nnyo.,35-30,m
"01,094.mp3",Ensonga emu ku zansikiriza kwali kulaba gwe.,35-30,m
"01,095.mp3",Toteekeddwa kukaaba nga abantu bakulaba.,35-30,m
"01,096.mp3",Kati essaawa eno ffena tulina kubeera mu nnyumba zaffe.,35-30,m
"01,097.mp3",Buno obulwadde butadde buli omu ku bwerinde.,35-30,m
"01,098.mp3",Tusaba omukama katonda atukwatirwe ekisa.,35-30,m
"01,099.mp3",Mu maka muno mulimu abaana abalina empisa.,35-30,m
"01,100.mp3",Nsuubira nti nnandibadde omu ku bayizi abalungi.,35-30,m
"01,101.mp3",Waaliwo obutakkaanya bungi mu bantu abaasinga.,35-30,m
"01,102.mp3",Omusomo guno gugenda kuyamba nnyo abakyala naddala abafumbo.,35-30,m
"01,103.mp3",Obeera otya awo nga tolinaamu wadde ekikumi?,35-30,m
"01,104.mp3",Abazadde tebettanidde kutwala baana ku masomero.,35-30,m
"01,105.mp3",Olugero luno luggwayo lutya?,35-30,m
"01,106.mp3",Abazungu be bamu ku bantu abasinga obuyonjo.,35-30,m
"01,107.mp3",Nga abakkiriza tusaanye twekwase omutonzi.,35-30,m
"01,108.mp3",Nnagezaako okuvuganya mu kalulu naye ne banziba.,35-30,m
"01,109.mp3",Mpaawo muntu alumirirwa nga talina kigendererwa kyonna.,35-30,m
"01,110.mp3",Yagenda okuyingira ekidaala nga buli muntu amulinze.,35-30,m
"01,111.mp3",Njagala nnyo kubeebaza olw'omulimu omukulu gwe mukola.,35-30,m
"01,112.mp3",Waliwo ekifo ekirungi kyonna ky'omanyi?,35-30,m
"01,113.mp3",Nja kwogera na buli muntu nga nkozesa olutimbe luno.,35-30,m
"01,114.mp3",Nnalina obwerinde bungi nnyo mu biseera ebyo.,35-30,m
"01,115.mp3",Nze nnali muntu mugezi nnyo mu biseera mwe twasomeranga.,35-30,m
"01,116.mp3",Omutwe bwe gubeera gukuluma fuba okulaba nga omira eddagala.,35-30,m
"01,117.mp3",Ebisinga ku ebyo wandibadde obibuuza abansingako.,35-30,m
"01,118.mp3",Nnina okubuusabuusa oba omwana ono wange.,35-30,m
